x,y,cluster,sentence,song-title,song-artist,cosine_simiarity_score,confidence_level
-0.028470695524176512,-0.022233351023074662,try-kill-get,sometimes i find myself sitting back and reminiscing,Littlest Things,Lily Allen,0.9895936594086613,0.9970894150327152
-0.029462301940934053,-0.019007494368839462,try-kill-get,especially when i have to watch other people kissing,Littlest Things,Lily Allen,0.9726459186112356,0.9989324109067285
-0.03072642688634861,-0.020146190681405867,try-kill-get,and i remember when you started calling me your missus,Littlest Things,Lily Allen,0.9743361264980085,0.9993318724591099
-0.023149381745139905,-0.017070278944021872,try-kill-get,all the play fighting all the flirtatious disses,Littlest Things,Lily Allen,0.9852438037488944,0.9925158327465632
-0.03176673255485879,-0.0250331922025577,prechorus-help-dont,id tell you sad stories about my childhood,Littlest Things,Lily Allen,0.9841851063928158,0.994569625880844
-0.041782738704434094,-0.04925867577540819,im-lost-pig,i dont know why i trusted you but i knew that i could,Littlest Things,Lily Allen,-0.693700561137943,0.9868777168459696
-0.029484354459000092,-0.019167552031121395,try-kill-get,wed spend the whole weekend lying in our own dirt,Littlest Things,Lily Allen,0.9734494518031529,0.9990669789852544
-0.029033138613477318,-0.018736211039607004,try-kill-get,i was just so happy in your boxers and your tshirt,Littlest Things,Lily Allen,0.9726774865975396,0.9984438317239422
-0.051332101627937776,-0.03787179344324996,try-kill-get,prechorus,Littlest Things,Lily Allen,0.9852862466648091,0.9879882091225007
-0.04993394270264515,-0.03657815662603509,try-kill-get,dreams dreams,Littlest Things,Lily Allen,0.9846981545060087,0.9897292702984212
-0.041884976029708365,-0.03066747234207036,try-kill-get,of when we had just started things,Littlest Things,Lily Allen,0.9846586787247368,0.9968302445092183
-0.04993394270264514,-0.03657815662603505,try-kill-get,dreams of you and me,Littlest Things,Lily Allen,0.9846981545060086,0.9897292702984212
-0.034306340646931305,-0.0246210805333083,try-kill-get,and it seems it seems,Littlest Things,Lily Allen,0.9829556890104953,0.9936729202283379
-0.029719814445026162,-0.024307113144949745,try-kill-get,that i cant shake those memories,Littlest Things,Lily Allen,0.9925862370287514,0.9955228032757504
-0.04250041801592331,-0.03045019287996592,try-kill-get,i wonder if you have the same dreams too,Littlest Things,Lily Allen,0.9828078551207381,0.9962910670242114
-0.04128977495983256,-0.03248522887334884,try-kill-get,the littlest things that take me there,Littlest Things,Lily Allen,0.9901078290056887,0.9985795691057548
-0.039672818430063324,-0.04377219574399646,im-lost-pig,i know it sounds lame but its so true,Littlest Things,Lily Allen,-0.7169790298919356,0.9895905340769102
-0.05216562861587053,-0.0578585491558049,im-lost-pig,i know its not right but it seems unfair,Littlest Things,Lily Allen,-0.7151577860395244,0.9993198455342321
-0.0401119006326876,-0.029173285739816892,try-kill-get,that the things are reminding me of you,Littlest Things,Lily Allen,0.9840974055564613,0.9958632556406064
-0.0367896583397328,-0.025959223836003447,try-kill-get,sometimes i wish we could just pretend,Littlest Things,Lily Allen,0.9814510149313572,0.991947295633959
-0.02786490831977564,-0.022424395371993693,try-kill-get,even if only for one weekend,Littlest Things,Lily Allen,0.9915933917345797,0.9965666528885798
-0.036623508143652554,-0.03445574440947101,prechorus-help-dont,so come on tell me,Littlest Things,Lily Allen,0.9959010169233534,0.9963127149818497
-0.027895332768808293,-0.01777421320217211,try-kill-get,is this the end,Littlest Things,Lily Allen,0.9713182038705117,0.9969600111923189
-0.026650693384748472,-0.01683240610869233,try-kill-get,e,Littlest Things,Lily Allen,0.9703641548900114,0.9954100375973823
-0.029559868315043262,-0.014789745922368452,try-kill-get,drinking tea in bed watching dvds,Littlest Things,Lily Allen,0.9415895470873187,0.9949313049282708
-0.027895332331511237,-0.017774211748945872,try-kill-get,when i discovered all your dirty grotty magazines,Littlest Things,Lily Allen,0.9713181967492992,0.9969600098894077
-0.030996912500084912,-0.022203191330372768,try-kill-get,you take me out shopping and all wed buy is trainers,Littlest Things,Lily Allen,0.9827877464419623,0.9974859627701436
-0.032195007507906256,-0.022078268717561637,try-kill-get,as if we ever needed anything to entertain us,Littlest Things,Lily Allen,0.9787995593955326,0.9969604561931013
-0.035568169911856254,-0.024249946024918225,day-want-much,the first time that you oduced me to your friends,Littlest Things,Lily Allen,-0.9082423705350747,0.9930244892128259
-0.032097859060210426,-0.025330540774448806,prechorus-help-dont,and you could tell i was nervous so you held my hand,Littlest Things,Lily Allen,0.9843087603292462,0.9941843961709923
-0.019993502672374926,-0.01982354208090093,try-kill-get,when i was feeling down you made that face you do,Littlest Things,Lily Allen,0.9996552225580928,0.9899118232844629
-0.02778900855928982,-0.023965535413991716,try-kill-get,theres no one in the world who could replace you,Littlest Things,Lily Allen,0.9954209318544528,0.9952654253419884
-0.05133210162793772,-0.03787179344324998,try-kill-get,prechorus,Littlest Things,Lily Allen,0.9852862466648091,0.9879882091225008
