x,y,cluster,sentence,song-title,song-artist,cosine_simiarity_score,confidence_level
-0.03727266680735187,-0.021073978124234997,yes-falling-oh,you moved like honey,Slow Like Honey,Fiona Apple,0.8385482589277212,0.9956273744732622
-0.03874642592880725,-0.024091110595415695,yes-falling-oh,in my dream last night,Slow Like Honey,Fiona Apple,0.8151189984259637,0.9989396238820828
-0.0360605594282595,0.009669976046361684,yes-falling-oh,yeah some old fires were burning,Slow Like Honey,Fiona Apple,0.9799865900971783,0.9908704747914319
-0.029885016854566297,-0.01317119601828698,yes-falling-oh,you came near to me,Slow Like Honey,Fiona Apple,0.8885090192447336,0.9978452178032357
-0.029369649664285694,-0.012744954205506679,yes-falling-oh,and you endeared to me,Slow Like Honey,Fiona Apple,0.8911058925463572,0.9971786463813257
-0.02961418333191435,-0.012975084563230314,yes-falling-oh,but you couldnt quite discern me,Slow Like Honey,Fiona Apple,0.8895036234846067,0.9975116573881607
-0.029369649695367196,-0.012744953317480849,yes-falling-oh,does that scare you,Slow Like Honey,Fiona Apple,0.8911059042683919,0.997178645866286
-0.0343499244339528,-0.020526089781898977,yes-falling-oh,ill let you run away,Slow Like Honey,Fiona Apple,0.825213863832509,0.9933718703623662
-0.03431186394449103,-0.01832275949656048,yes-falling-oh,but your heart will not oblige you,Slow Like Honey,Fiona Apple,0.8514383568132509,0.9953024915340675
-0.02977761162968769,-0.0211200466009269,yes-falling-oh,youll remember me like a melody,Slow Like Honey,Fiona Apple,0.7785109723261976,0.9931226928041543
-0.03796707662310943,0.005782325323114487,yes-falling-oh,yeah ill haunt the world inside you,Slow Like Honey,Fiona Apple,0.9959936335296109,0.9949567896121098
-0.03859556283604789,-0.01699720004029933,yes-falling-oh,and my big secret gonna win you over,Slow Like Honey,Fiona Apple,0.8886382871473457,0.9925975668379281
-0.040639620361296716,-0.024454379524625917,yes-falling-oh,slow like honey heavy with mood,Slow Like Honey,Fiona Apple,0.8234738992872125,0.9987658670978496
-0.04357273877629194,-0.03308973384989243,yes-falling-oh,ill let you see me,Slow Like Honey,Fiona Apple,0.7576496698692687,0.9958074479384286
-0.03201253488480792,-0.016668176061469957,yes-falling-oh,ill covet your regard,Slow Like Honey,Fiona Apple,0.8568618063401006,0.9977644411545393
-0.0320125348806958,-0.016668176287518478,yes-falling-oh,ill invade your demeanor,Slow Like Honey,Fiona Apple,0.8568618034490065,0.997764440933416
-0.021078985485996505,-0.014375575774199456,yes-falling-oh,and youll yield to me,Slow Like Honey,Fiona Apple,0.7899144995837629,0.9895240384473831
-0.03606994596922611,-0.019893967386923058,yes-falling-oh,like a scent in the breeze,Slow Like Honey,Fiona Apple,0.8442581186078864,0.9939947500457955
0.5789599336724053,0.0015060473856950331,look-better-dark,and youll wonder what it is about me,Slow Like Honey,Fiona Apple,0.9999238507745335,1.0
-0.028373932551852867,-0.011967507134177827,yes-falling-oh,e,Slow Like Honey,Fiona Apple,0.8957273517661556,0.9959197512433687
-0.03211873721015023,-0.01532977647371269,yes-falling-oh,its my big secret keeping you coming,Slow Like Honey,Fiona Apple,0.8742517706199275,0.9989985046894805
-0.040639620361296716,-0.024454379524625917,yes-falling-oh,slow like honey heavy with mood,Slow Like Honey,Fiona Apple,0.8234738992872125,0.9987658670978496
-0.033677727227380314,-0.0018431942296818977,yes-falling-oh,ah ah ahah ahah ah yeah,Slow Like Honey,Fiona Apple,0.993248365201983,0.9907212718628094
-0.033498558136184596,-0.01892555462525028,yes-falling-oh,though dreams can be deceiving,Slow Like Honey,Fiona Apple,0.8387274582111887,0.9951692657762863
-0.04192473292687852,-0.026278637505772903,yes-falling-oh,like faces are to hearts,Slow Like Honey,Fiona Apple,0.8130120639214813,0.9971740325798633
-0.029959861704856577,-0.013255253578757505,yes-falling-oh,they serve for sweet relieving,Slow Like Honey,Fiona Apple,0.8878535541213459,0.9979551910647139
-0.029369649651238058,-0.01274495465309488,yes-falling-oh,when fantasy and reality lie too far apart,Slow Like Honey,Fiona Apple,0.891105886652919,0.9971786466429892
-0.034839446657882515,-0.018616536539691267,yes-falling-oh,so i stretch myself across like a bridge,Slow Like Honey,Fiona Apple,0.8512972665322792,0.9947552728863948
-0.03012569235424503,-0.0134130554791651,yes-falling-oh,and i pull you to the edge,Slow Like Honey,Fiona Apple,0.8867737615826862,0.9981815823059034
-0.02973317861064907,-0.013050566965264366,yes-falling-oh,and stand there waiting,Slow Like Honey,Fiona Apple,0.8892025236136711,0.9976517966793246
-0.029780496076743355,-0.013085250659194261,yes-falling-oh,trying to attain,Slow Like Honey,Fiona Apple,0.8890232437965674,0.9977103225545532
-0.03137714141086592,-0.014144652507089066,yes-falling-oh,the end to satisfy the story,Slow Like Honey,Fiona Apple,0.8846246262342599,0.999602818591808
-0.03026808946380558,-0.013494483139528597,yes-falling-oh,shall i release you,Slow Like Honey,Fiona Apple,0.8865439630110502,0.998344470718109
-0.031176857175671063,-0.01415272165738594,yes-falling-oh,must i release you,Slow Like Honey,Fiona Apple,0.8834004103690856,0.9994653543508161
-0.030019486170666382,-0.013289463768825381,yes-falling-oh,as i rise to meet my glory,Slow Like Honey,Fiona Apple,0.8877531705098962,0.9980233465217431
-0.031081827561782016,-0.014195783385109422,yes-falling-oh,but my big secret,Slow Like Honey,Fiona Apple,0.8823216252963327,0.9994067666627326
-0.03836971394856652,-0.016540003158742093,yes-falling-oh,gonna hover over your life,Slow Like Honey,Fiona Apple,0.892204469341408,0.9929542189771762
-0.037502241293107766,-0.015750842728089624,yes-falling-oh,gonna keep you reaching,Slow Like Honey,Fiona Apple,0.8963989514055997,0.9939874039744081
-0.043300438617373954,-0.0014964467459513263,yes-falling-oh,when im gone like yesterday,Slow Like Honey,Fiona Apple,0.9953821944372784,0.9956903821275978
