x,y,cluster,sentence,song-title,song-artist,cosine_simiarity_score,confidence_level
-0.02841540572180492,-0.05519850313608789,say-thing-ill,intro,There's a New Day Coming,Menahan Street Band,-0.27275879404594827,0.9896845371506229
-0.04629400177122859,-0.16715059343760522,say-thing-ill,i just look in your eyes,There's a New Day Coming,Menahan Street Band,-0.46308983633142276,0.9777698383844882
-0.032914382145081154,0.11888086375040631,say-thing-ill,they tell me everything and,There's a New Day Coming,Menahan Street Band,0.8530320988942676,0.982687152217691
-0.04629400177122853,-0.16715059343760816,say-thing-ill,i just look in your eyes,There's a New Day Coming,Menahan Street Band,-0.4630898363314271,0.9777698383844854
-0.03291438214508113,0.11888086375040609,say-thing-ill,they tell me everything and,There's a New Day Coming,Menahan Street Band,0.8530320988942677,0.9826871522176911
-0.04629400177122861,-0.16715059343760497,say-thing-ill,i just look in your eyes,There's a New Day Coming,Menahan Street Band,-0.46308983633142237,0.9777698383844885
-0.032914382145081154,0.11888086375040653,say-thing-ill,they tell me everything and,There's a New Day Coming,Menahan Street Band,0.8530320988942673,0.982687152217691
-0.0462940017712286,-0.1671505934376054,say-thing-ill,i just look in your eyes,There's a New Day Coming,Menahan Street Band,-0.4630898363314229,0.9777698383844879
-0.03291438214508114,0.11888086375040635,say-thing-ill,they tell me everything and,There's a New Day Coming,Menahan Street Band,0.8530320988942675,0.982687152217691
-0.022889988903446675,-0.03840311562847419,say-thing-ill,its started with your phone call,There's a New Day Coming,Menahan Street Band,-0.21252585738306468,0.9926846163471422
-0.025607899251688944,-0.02691556611235053,star-spinning-honey,when you forgot what to say,There's a New Day Coming,Menahan Street Band,-0.7181593809826976,0.987453181524327
-0.0366552605393567,-0.04899478131123339,alone-never-youll,its been a long time coming,There's a New Day Coming,Menahan Street Band,-0.9795474098175575,0.9884399481554725
-0.028945188219938488,0.007985063642002422,friend-intro-dancing,leading up to the day when you let go,There's a New Day Coming,Menahan Street Band,0.7333711533828631,0.9739786022758932
-0.03297460659758931,0.026866125446865046,friend-intro-dancing,let go and move on,There's a New Day Coming,Menahan Street Band,0.3974804859155125,0.9776224927800551
-0.026442076132682357,-0.04867819748793358,say-thing-ill,prechorus,There's a New Day Coming,Menahan Street Band,-0.25133259984716044,0.9964433104189295
0.20213026750180804,0.2525576076605256,dont-want-away,well you can fall in love with someone new,There's a New Day Coming,Menahan Street Band,0.551909183270144,0.9436423785990642
-0.02994505520411584,-0.048370944192853704,say-thing-ill,i think about the good shes gonna do,There's a New Day Coming,Menahan Street Band,-0.19606269425745657,0.9946874525329994
-0.04633453237074598,-0.01665820669963659,feel-like-get,no more being alone,There's a New Day Coming,Menahan Street Band,-0.955852588220729,0.9880447963493109
-0.02489224316925945,-0.042786608292203016,say-thing-ill,no more saying you wont,There's a New Day Coming,Menahan Street Band,-0.2228660400541386,0.9974683039123117
-0.04629400177122862,-0.16715059343760535,say-thing-ill,when i look in your eyes,There's a New Day Coming,Menahan Street Band,-0.4630898363314228,0.9777698383844882
-0.08474161572670655,0.5705600653136295,dont-want-away,they tell me i can love again,There's a New Day Coming,Menahan Street Band,0.9866221622209278,0.9948919757542284
